elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,86,188.3
1,0.0,15:46,86,187.7
2,0.0,14:54,86,187.0
3,0.0,14:37,86,187.0
4,0.01,14:29,88,187.0
5,0.01,14:16,90,187.0
6,0.01,17:25,95,187.0
7,0.01,23:07,96,186.4
8,0.01,23:56,97,186.4
9,0.01,25:18,99,186.4
10,0.01,31:11,99,185.7
11,0.01,20:19,99,185.7
12,0.01,17:25,100,185.7
13,0.01,17:38,100,185.7
14,0.01,16:58,100,186.4
15,0.01,15:24,101,186.4
16,0.02,16:21,101,185.7
17,0.02,15:46,102,185.7
18,0.02,15:24,102,185.7
19,0.02,16:21,103,185.7
20,0.02,16:09,103,185.7
21,0.02,16:21,104,185.7
22,0.02,16:33,104,186.4
23,0.02,17:11,106,186.4
24,0.02,16:58,106,186.4
25,0.02,18:53,106,186.4
26,0.02,23:56,107,187.0
27,0.03,24:23,107,187.0
28,0.03,24:23,107,187.0
29,0.03,24:50,107,187.0
30,0.03,21:17,107,187.0
31,0.03,17:25,107,187.0
32,0.03,15:57,107,187.0
33,0.03,15:04,107,187.0
34,0.03,14:07,107,187.0
35,0.03,13:32,108,187.0
36,0.04,13:01,111,187.0
37,0.04,13:41,112,187.0
38,0.04,14:16,112,187.0
39,0.04,14:25,114,187.7
40,0.04,15:24,115,187.7
41,0.04,14:16,115,187.7
42,0.04,13:41,116,187.7
43,0.04,12:53,115,188.3
44,0.05,12:32,115,188.3
45,0.05,12:46,116,188.3
46,0.05,13:32,116,188.3
47,0.05,13:01,116,188.3
48,0.05,13:24,117,188.3
49,0.05,13:49,118,188.3
50,0.05,14:16,119,188.3
51,0.05,15:57,119,188.3
52,0.05,17:11,119,188.3
53,0.05,17:52,118,188.3
54,0.06,18:22,118,188.3
55,0.06,17:38,117,189.0
56,0.06,16:33,116,189.0
57,0.06,16:33,115,189.0
58,0.06,15:57,115,189.0
59,0.06,16:09,115,189.0
60,0.06,15:57,115,189.6
61,0.06,15:14,116,189.6
62,0.06,15:14,117,189.6
63,0.07,15:24,117,189.6
64,0.07,14:44,116,189.6
65,0.07,14:54,116,189.6
66,0.07,16:21,116,189.6
67,0.07,15:46,115,189.6
68,0.07,16:09,116,189.6
69,0.07,16:45,116,190.3
70,0.07,16:21,117,190.3
71,0.07,15:46,119,190.3
72,0.07,17:25,120,189.6
73,0.08,18:07,121,189.6
74,0.08,18:22,121,189.6
75,0.08,18:22,121,189.6
76,0.08,18:07,121,189.6
77,0.08,17:11,121,190.3
78,0.08,15:57,121,190.3
79,0.08,15:14,121,190.3
80,0.08,15:24,121,190.9
81,0.08,15:04,121,190.9
82,0.09,14:44,121,191.6
83,0.09,15:14,123,191.6
84,0.09,15:46,122,191.6
85,0.09,15:57,121,191.6
86,0.09,16:21,121,191.6
87,0.09,16:33,121,191.6
88,0.09,16:09,121,190.9
89,0.09,15:24,120,190.9
90,0.09,15:46,120,190.9
91,0.09,15:57,120,190.3
92,0.1,14:34,119,190.3
93,0.1,14:34,120,190.3
94,0.1,15:35,120,190.3
95,0.1,15:04,120,190.3
96,0.1,14:54,121,190.9
97,0.1,16:58,120,190.9
98,0.1,17:38,119,190.9
99,0.1,17:25,119,190.9
100,0.1,17:52,116,191.6
101,0.1,17:38,114,191.6
102,0.11,16:58,112,191.6
103,0.11,16:58,111,191.6
104,0.11,15:35,112,191.6
105,0.11,14:44,112,191.6
106,0.11,14:25,112,191.6
107,0.11,13:58,114,191.6
108,0.11,13:49,116,191.6
109,0.11,13:58,119,192.3
110,0.12,13:58,120,192.3
111,0.12,13:32,120,192.3
112,0.12,13:24,123,192.3
113,0.12,13:16,124,191.6
114,0.12,13:32,124,191.6
115,0.12,13:58,124,191.6
116,0.12,14:16,124,190.9
117,0.12,14:16,124,190.9
118,0.12,13:58,124,190.9
119,0.13,14:25,124,190.9
120,0.13,13:24,125,190.9
121,0.13,13:49,125,191.6
122,0.13,13:49,126,191.6
123,0.13,13:49,126,191.6
124,0.13,13:49,125,191.6
125,0.13,14:44,125,190.9
126,0.13,14:25,125,190.9
127,0.14,14:44,125,191.6
128,0.14,14:44,125,191.6
129,0.14,14:34,125,191.6
130,0.14,14:54,125,192.3
131,0.14,15:14,124,192.9
132,0.14,14:44,124,192.3
133,0.14,15:14,124,192.3
134,0.14,14:54,124,192.3
135,0.14,14:25,124,191.6
136,0.15,14:54,125,190.9
137,0.15,15:04,125,191.6
138,0.15,15:57,127,191.6
139,0.15,17:11,127,191.6
140,0.15,18:53,126,191.6
141,0.15,19:26,124,191.6
142,0.15,22:43,122,191.6
143,0.15,21:59,121,191.6
144,0.15,21:17,122,191.6
145,0.15,20:01,121,191.6
146,0.15,18:53,122,190.9
147,0.15,17:38,122,190.9
148,0.16,16:09,123,191.6
149,0.16,15:35,122,191.6
150,0.16,14:54,122,191.6
151,0.16,14:34,122,191.6
152,0.16,14:07,122,192.3
153,0.16,14:54,122,192.3
154,0.16,16:21,123,192.3
155,0.16,17:25,123,192.3
156,0.16,17:25,123,192.3
157,0.17,17:25,124,192.3
158,0.17,16:21,123,191.6
159,0.17,14:44,121,190.9
160,0.17,13:58,120,190.9
161,0.17,14:16,120,190.3
162,0.17,14:34,118,190.9
163,0.17,14:44,117,190.9
164,0.17,15:46,117,190.9
165,0.17,16:21,118,190.9
166,0.18,15:04,118,190.9
167,0.18,14:44,118,190.9
168,0.18,15:14,120,190.9
169,0.18,14:44,121,190.9
170,0.18,14:16,121,190.9
171,0.18,14:16,122,191.6
172,0.18,13:32,121,191.6
173,0.18,13:01,121,191.6
174,0.19,13:08,120,191.6
175,0.19,13:01,121,191.6
176,0.19,13:49,123,191.6
177,0.19,14:44,124,191.6
178,0.19,16:33,124,191.6
179,0.19,18:07,125,191.6
180,0.19,23:07,123,192.3
181,0.19,22:43,123,192.3
182,0.19,22:21,123,192.3
183,0.19,20:01,123,192.9
184,0.19,18:53,123,192.9
185,0.2,15:24,122,192.9
186,0.2,15:14,122,192.9
187,0.2,14:44,122,192.9
188,0.2,14:07,123,193.6
189,0.2,13:01,123,193.6
190,0.2,13:08,123,193.6
191,0.2,13:08,124,193.6
192,0.2,13:16,124,193.6
193,0.21,13:41,126,193.6
194,0.21,14:25,126,193.6
195,0.21,15:14,127,193.6
196,0.21,15:14,128,194.2
197,0.21,15:46,128,194.2
198,0.21,15:46,129,194.2
199,0.21,15:35,129,194.9
200,0.21,14:07,128,194.9
201,0.21,14:25,127,194.9
202,0.22,13:49,125,194.9
203,0.22,14:07,125,194.2
204,0.22,14:16,125,194.2
205,0.22,15:35,125,194.2
206,0.22,16:09,124,194.2
207,0.22,18:07,123,194.2
208,0.22,17:52,122,194.2
209,0.22,18:53,119,194.9
210,0.22,18:53,117,194.9
211,0.22,17:25,114,194.9
212,0.23,15:46,114,194.9
213,0.23,15:46,114,195.5
214,0.23,14:34,114,195.5
215,0.23,14:07,114,195.5
216,0.23,14:07,115,196.2
217,0.23,14:54,116,196.2
218,0.23,14:34,121,196.9
219,0.23,14:44,121,196.9
220,0.23,14:07,119,196.9
221,0.24,14:25,119,196.9
222,0.24,14:07,119,197.5
223,0.24,14:34,119,197.5
224,0.24,13:49,119,197.5
225,0.24,15:04,117,197.5
226,0.24,16:09,118,197.5
227,0.24,16:21,119,197.5
228,0.24,16:09,121,197.5
229,0.24,18:37,122,197.5
230,0.25,16:58,122,197.5
231,0.25,15:35,123,197.5
232,0.25,15:04,122,197.5
233,0.25,14:34,121,198.2
234,0.25,12:53,120,198.2
235,0.25,12:46,120,198.2
236,0.25,12:04,119,198.2
237,0.25,12:18,119,197.5
238,0.26,12:39,119,197.5
239,0.26,12:39,118,197.5
240,0.26,13:16,119,197.5
241,0.26,14:25,120,198.2
242,0.26,14:25,120,198.2
243,0.26,14:16,122,198.2
244,0.26,16:45,122,198.2
245,0.26,17:11,122,198.2
246,0.26,16:09,122,198.2
247,0.27,15:57,122,198.2
248,0.27,17:52,121,198.2
249,0.27,17:11,120,198.2
250,0.27,15:35,120,198.2
251,0.27,16:33,120,198.2
252,0.27,17:11,120,198.2
253,0.27,16:09,120,198.8
254,0.27,15:46,120,198.8
255,0.27,18:22,119,198.8
256,0.27,19:09,119,199.5
257,0.27,20:01,118,200.1
258,0.28,18:37,115,200.1
259,0.28,18:22,113,200.1
260,0.28,17:25,113,200.8
261,0.28,15:57,113,200.8
262,0.28,15:35,114,200.8
263,0.28,16:33,115,200.8
264,0.28,17:11,116,201.4
265,0.28,16:45,118,201.4
266,0.28,17:52,120,201.4
267,0.28,16:45,122,202.1
268,0.29,15:57,122,202.8
269,0.29,16:58,123,202.8
270,0.29,17:11,123,203.4
271,0.29,18:07,123,203.4
272,0.29,20:19,123,204.1
273,0.29,22:21,122,204.1
274,0.29,20:19,121,204.7
275,0.29,19:43,121,205.4
276,0.29,17:52,121,205.4
277,0.29,17:11,121,205.4
278,0.29,16:09,121,206.0
279,0.3,15:35,123,206.0
280,0.3,15:46,123,206.7
281,0.3,15:46,124,207.3
282,0.3,14:54,125,208.0
283,0.3,13:58,125,208.7
284,0.3,13:01,125,209.3
285,0.3,12:53,125,209.3
286,0.3,12:32,125,210.0
287,0.31,12:39,125,210.0
288,0.31,13:08,125,210.0
289,0.31,12:53,126,210.0
290,0.31,12:39,128,210.0
291,0.31,13:08,129,210.0
292,0.31,13:01,130,210.0
293,0.31,12:46,130,210.0
294,0.31,14:16,129,210.6
295,0.32,14:44,128,210.6
296,0.32,14:25,128,210.6
297,0.32,14:34,127,211.3
298,0.32,14:34,127,211.9
299,0.32,13:58,128,212.6
300,0.32,14:16,128,212.6
301,0.32,14:34,129,213.3
302,0.32,15:14,129,213.3
303,0.32,16:58,129,213.3
304,0.33,17:52,129,213.9
305,0.33,18:37,128,213.9
306,0.33,17:52,129,214.6
307,0.33,17:25,129,214.6
308,0.33,16:21,129,215.2
309,0.33,16:21,130,215.9
310,0.33,15:35,131,216.5
311,0.33,16:09,131,216.5
312,0.33,15:24,132,217.2
313,0.34,14:16,132,217.2
314,0.34,13:49,130,217.8
315,0.34,14:16,129,217.8
316,0.34,13:32,129,217.8
317,0.34,13:32,130,217.8
318,0.34,14:16,130,217.8
319,0.34,13:49,131,217.2
320,0.34,12:53,132,217.2
321,0.34,13:08,131,216.5
322,0.35,12:46,130,216.5
323,0.35,12:39,130,216.5
324,0.35,13:01,131,216.5
325,0.35,12:39,131,216.5
326,0.35,12:46,132,216.5
327,0.35,12:39,132,216.5
328,0.35,12:32,132,217.2
329,0.36,12:39,133,217.2
330,0.36,13:01,134,217.2
331,0.36,12:53,135,217.8
332,0.36,13:32,136,217.8
333,0.36,13:49,136,217.8
334,0.36,13:32,136,217.8
335,0.36,14:34,137,217.8
336,0.36,14:44,136,218.5
337,0.36,14:25,136,218.5
338,0.37,13:58,137,218.5
339,0.37,13:32,137,218.5
340,0.37,12:39,137,218.5
341,0.37,12:46,135,217.8
342,0.37,12:25,135,217.8
343,0.37,12:25,134,217.8
344,0.37,13:01,134,217.8
345,0.38,13:08,134,218.5
346,0.38,12:25,134,218.5
347,0.38,12:25,135,219.2
348,0.38,12:32,135,219.2
349,0.38,12:32,137,219.2
350,0.38,12:39,137,219.2
351,0.38,14:54,139,219.2
352,0.38,16:45,139,219.2
353,0.39,15:35,139,218.5
354,0.39,14:25,140,218.5
355,0.39,12:46,140,218.5
356,0.39,10:28,140,218.5
357,0.39,9:22,141,218.5
358,0.39,9:30,142,218.5
359,0.4,9:38,143,217.8
360,0.4,10:28,142,217.8
361,0.4,11:16,143,217.2
362,0.4,11:45,143,217.2
363,0.4,11:39,143,216.5
364,0.4,11:33,142,216.5
365,0.4,11:21,142,215.9
366,0.4,11:39,142,215.9
367,0.41,12:25,141,215.2
368,0.41,12:39,140,215.2
369,0.41,13:01,141,214.6
370,0.41,12:18,140,213.9
371,0.41,10:43,139,213.9
372,0.41,10:00,138,213.9
373,0.42,10:38,138,213.9
374,0.42,10:28,138,213.3
375,0.42,10:28,138,213.3
376,0.42,11:21,138,212.6
377,0.42,11:27,138,212.6
378,0.42,10:33,140,212.6
379,0.42,10:33,140,212.6
380,0.43,11:39,140,213.3
381,0.43,12:11,140,213.3
382,0.43,12:25,140,213.3
383,0.43,13:32,141,212.6
384,0.43,13:01,140,212.6
