elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,79,189.0
1,0.0,,73,189.0
2,0.0,,74,188.3
3,0.0,,74,187.7
4,0.0,,75,187.7
5,0.0,,77,187.0
6,0.0,,78,187.0
7,0.0,,79,186.4
8,0.0,,80,185.7
9,0.0,,82,185.7
10,0.0,,85,185.7
11,0.0,,88,185.0
12,0.0,,90,184.4
13,0.0,38:19,95,184.4
14,0.0,27:22,98,184.4
15,0.0,27:22,99,184.4
16,0.01,15:46,102,184.4
17,0.01,14:25,106,184.4
18,0.01,17:38,106,183.7
19,0.01,18:37,106,183.7
20,0.01,16:33,107,183.1
21,0.01,20:37,107,183.1
22,0.01,16:58,108,182.4
23,0.01,16:21,108,182.4
24,0.01,12:39,109,182.4
25,0.02,12:25,110,182.4
26,0.02,13:16,110,181.8
27,0.02,13:58,110,181.8
28,0.02,13:58,111,181.1
29,0.02,16:21,111,181.1
30,0.02,14:44,111,180.4
31,0.02,14:16,113,180.4
32,0.02,13:49,113,180.4
33,0.02,13:41,114,180.4
34,0.03,13:58,115,180.4
35,0.03,13:58,116,180.4
36,0.03,12:46,116,180.4
37,0.03,12:11,116,179.8
38,0.03,13:01,116,179.8
39,0.03,12:46,117,179.8
40,0.03,12:32,117,179.8
41,0.04,13:08,118,179.1
42,0.04,13:41,118,179.1
43,0.04,12:32,119,179.1
44,0.04,12:32,121,178.5
45,0.04,12:53,122,178.5
46,0.04,12:25,122,178.5
47,0.04,12:18,123,178.5
48,0.04,12:53,124,177.8
49,0.05,12:46,124,177.8
50,0.05,12:46,124,177.8
51,0.05,13:41,125,177.8
52,0.05,14:54,125,177.8
53,0.05,14:54,126,177.8
54,0.05,15:46,126,177.8
55,0.05,15:35,126,177.8
56,0.05,14:54,126,177.8
57,0.05,14:16,126,177.8
58,0.06,13:58,126,177.8
59,0.06,13:24,127,177.8
60,0.06,12:46,127,177.8
61,0.06,12:25,128,177.8
62,0.06,11:39,128,177.8
63,0.06,11:16,128,177.2
64,0.06,11:21,129,177.2
65,0.07,12:18,129,176.5
66,0.07,12:39,129,176.5
67,0.07,12:53,130,176.5
68,0.07,13:08,130,175.9
69,0.07,12:39,131,175.9
70,0.07,11:27,131,175.9
71,0.07,11:27,132,176.5
72,0.08,11:05,132,175.9
73,0.08,11:05,133,175.9
74,0.08,11:16,132,175.9
75,0.08,11:39,133,175.9
76,0.08,11:21,133,175.9
77,0.08,11:27,132,175.2
78,0.08,11:27,132,175.2
79,0.09,11:16,132,175.2
80,0.09,11:45,132,175.2
81,0.09,12:25,131,175.2
91,0.09,163:33,130,175.9
92,0.09,227:18,130,175.2
93,0.09,89:24,128,175.2
94,0.09,57:11,127,175.2
95,0.09,42:38,125,175.2
96,0.1,11:52,123,174.5
97,0.1,10:54,122,174.5
98,0.1,10:33,121,174.5
99,0.1,10:43,117,174.5
100,0.1,11:21,117,175.2
101,0.1,11:21,118,175.2
102,0.1,11:05,119,174.5
103,0.11,11:39,119,174.5
104,0.11,11:27,120,174.5
105,0.11,11:33,125,173.9
106,0.11,11:45,125,173.9
107,0.11,12:04,126,173.9
108,0.11,12:04,127,173.9
109,0.11,12:04,128,173.2
110,0.12,11:10,129,173.2
111,0.12,11:33,129,173.2
112,0.12,11:39,130,173.2
113,0.12,11:58,130,173.2
129,0.12,253:02,128,171.9
130,0.12,377:46,127,171.9
131,0.12,141:55,126,171.9
132,0.12,94:26,126,171.3
133,0.12,71:31,126,171.3
134,0.13,13:58,125,171.3
135,0.13,12:46,125,171.3
136,0.13,12:53,125,171.3
