elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,114,75.5
1,0.0,16:45,101,75.5
2,0.0,16:15,101,75.5
3,0.0,16:25,101,76.1
4,0.0,16:30,105,76.1
5,0.0,20:37,110,76.1
6,0.0,27:22,113,76.1
7,0.0,41:54,114,76.1
8,0.0,83:49,116,76.1
9,0.0,,115,76.1
10,0.0,,115,76.1
11,0.0,,115,76.1
12,0.01,53:38,115,76.1
13,0.01,26:49,114,75.5
14,0.01,17:52,114,75.5
15,0.01,13:32,113,76.1
16,0.01,10:48,113,75.5
17,0.01,10:48,113,76.1
18,0.01,10:43,113,75.5
19,0.02,10:43,113,75.5
20,0.02,10:33,114,76.1
21,0.02,10:28,114,75.5
22,0.02,10:28,116,75.5
23,0.02,10:28,116,75.5
24,0.02,10:23,116,75.5
25,0.03,10:23,116,75.5
26,0.03,10:23,117,76.1
27,0.03,10:18,118,76.1
28,0.03,10:18,119,76.1
29,0.03,10:14,119,76.1
30,0.03,10:14,120,76.1
31,0.04,10:14,120,76.1
32,0.04,10:09,121,76.1
33,0.04,10:09,122,76.8
34,0.04,10:14,123,76.8
35,0.04,10:09,124,77.4
36,0.04,10:09,124,77.4
37,0.05,10:18,124,77.4
38,0.05,10:23,124,78.1
39,0.05,10:28,124,78.1
40,0.05,10:38,125,78.1
41,0.05,10:48,125,78.1
42,0.05,10:48,125,78.1
43,0.05,10:54,125,78.1
44,0.06,10:54,124,78.1
45,0.06,13:41,125,78.1
46,0.06,18:07,125,78.7
47,0.06,15:57,126,78.7
48,0.06,18:37,126,78.7
49,0.06,28:32,125,78.7
50,0.06,16:58,125,78.7
51,0.06,12:39,125,78.7
52,0.06,15:46,125,78.7
53,0.06,15:46,124,79.4
54,0.07,13:01,124,79.4
55,0.07,12:53,123,79.4
56,0.07,13:16,123,79.4
57,0.07,12:53,123,79.4
58,0.07,12:11,123,79.4
59,0.07,12:18,123,79.4
60,0.07,14:25,123,80.1
61,0.07,16:09,123,80.1
62,0.08,15:57,124,80.1
63,0.08,15:57,125,80.1
64,0.08,15:35,125,80.1
65,0.08,15:24,125,80.1
66,0.08,15:14,125,80.1
67,0.08,15:35,125,80.1
68,0.08,16:09,125,80.1
69,0.08,16:58,126,80.1
70,0.08,17:52,125,80.1
71,0.08,16:58,125,80.1
72,0.09,16:21,126,80.1
73,0.09,15:24,125,80.1
74,0.09,14:54,125,80.1
