elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,111,105.6
1,0.0,,110,105.6
2,0.0,11:39,110,105.6
3,0.0,16:05,110,105.0
4,0.0,17:18,109,105.0
5,0.0,19:43,109,105.0
6,0.01,21:37,108,105.0
7,0.01,31:11,106,105.0
8,0.01,33:31,105,105.0
9,0.01,47:53,103,105.0
10,0.01,51:34,100,105.0
11,0.01,83:49,99,105.0
12,0.01,51:34,98,105.0
13,0.01,30:28,98,105.0
14,0.01,24:23,98,105.0
15,0.01,19:09,96,105.0
16,0.01,15:57,100,105.0
17,0.01,15:35,102,105.0
18,0.01,16:09,102,105.6
19,0.01,15:04,102,105.6
20,0.02,15:14,102,105.6
21,0.02,15:24,102,105.6
22,0.02,14:44,102,105.6
23,0.02,14:44,102,105.6
24,0.02,15:04,103,105.6
25,0.02,16:09,103,105.6
26,0.02,17:11,104,105.6
27,0.02,18:07,104,106.3
28,0.02,18:37,104,106.3
29,0.02,18:53,104,105.6
30,0.03,18:37,104,105.6
31,0.03,17:52,104,106.3
32,0.03,17:25,104,106.3
33,0.03,17:11,105,106.3
34,0.03,16:33,105,106.3
35,0.03,15:46,106,107.0
36,0.03,16:21,107,107.0
37,0.03,18:37,108,106.3
38,0.03,18:53,108,106.3
39,0.03,20:01,109,106.3
40,0.03,20:37,109,106.3
41,0.04,20:37,109,106.3
42,0.04,17:38,110,105.6
43,0.04,17:25,110,105.6
44,0.04,16:45,110,105.6
45,0.04,16:21,111,105.6
46,0.04,15:46,112,105.6
47,0.04,16:58,114,105.6
48,0.04,16:21,112,105.6
49,0.04,16:33,112,105.6
50,0.04,16:58,113,105.6
51,0.05,17:52,113,105.6
52,0.05,17:11,115,106.3
53,0.05,18:37,116,106.3
54,0.05,18:53,117,106.3
55,0.05,18:37,118,106.3
56,0.05,17:38,119,106.3
57,0.05,15:04,118,106.3
58,0.05,13:49,118,106.3
59,0.05,13:01,117,107.0
60,0.06,12:04,117,107.0
61,0.06,11:33,117,107.0
62,0.06,13:32,118,107.0
63,0.06,14:34,119,107.0
64,0.06,16:09,119,106.3
65,0.06,18:07,118,106.3
66,0.06,20:57,118,106.3
67,0.06,19:43,118,106.3
68,0.06,20:19,118,106.3
69,0.06,18:53,118,107.0
70,0.07,17:52,119,107.0
71,0.07,14:54,119,107.0
72,0.07,16:33,119,106.3
73,0.07,15:14,120,106.3
74,0.07,14:25,120,106.3
75,0.07,14:44,120,106.3
76,0.07,16:45,120,106.3
77,0.07,13:49,120,106.3
78,0.07,13:08,120,106.3
