elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,85,2.6
1,0.0,33:31,84,2.0
2,0.0,22:21,86,2.0
3,0.0,18:43,88,2.0
4,0.0,16:00,89,2.0
5,0.01,14:16,92,2.0
6,0.01,11:52,95,2.0
7,0.01,10:38,98,2.6
8,0.01,9:56,101,2.6
9,0.01,9:34,103,2.6
10,0.02,9:26,109,2.6
11,0.02,9:18,109,2.6
12,0.02,9:22,109,2.6
13,0.02,9:18,110,3.3
14,0.02,9:22,114,3.3
15,0.02,9:26,115,3.3
16,0.03,9:26,116,3.3
17,0.03,9:26,118,3.3
18,0.03,9:26,118,3.3
19,0.03,9:26,116,3.3
20,0.03,9:22,116,2.6
21,0.03,9:26,117,2.6
22,0.04,9:30,119,2.6
23,0.04,9:43,119,3.3
24,0.04,9:56,119,3.3
25,0.04,10:14,119,3.3
26,0.04,10:23,120,3.3
27,0.04,10:18,120,3.3
28,0.05,10:14,121,3.3
29,0.05,10:00,120,3.3
30,0.05,9:47,121,3.3
31,0.05,9:38,121,3.3
32,0.05,9:34,121,3.3
33,0.05,9:30,119,3.9
34,0.06,9:30,115,3.9
35,0.06,9:26,113,5.2
36,0.06,9:26,113,5.2
37,0.06,9:30,113,5.2
38,0.06,9:26,113,5.2
39,0.07,9:30,113,5.9
40,0.07,9:34,113,5.9
41,0.07,9:34,114,6.6
42,0.07,9:38,115,6.6
43,0.07,9:43,116,6.6
44,0.07,9:38,117,6.6
45,0.08,9:34,118,6.6
46,0.08,9:34,119,6.6
47,0.08,9:30,120,6.6
48,0.08,9:26,121,6.6
49,0.08,9:26,122,7.2
50,0.08,9:30,123,7.2
51,0.09,9:30,124,7.2
52,0.09,9:30,125,7.2
53,0.09,9:34,126,7.2
54,0.09,9:38,127,7.2
55,0.09,9:38,128,7.2
56,0.09,9:43,129,7.2
57,0.1,9:43,130,7.2
58,0.1,9:47,131,7.2
59,0.1,9:43,131,7.2
60,0.1,9:47,132,7.2
61,0.1,9:47,132,7.2
62,0.1,9:47,132,7.2
63,0.11,9:43,131,7.2
64,0.11,9:43,131,7.2
65,0.11,9:34,131,7.2
66,0.11,9:30,132,7.2
67,0.11,9:26,131,7.2
68,0.12,9:22,132,7.2
69,0.12,9:22,132,7.2
70,0.12,9:22,132,7.2
71,0.12,9:22,132,7.2
72,0.12,9:26,131,7.9
73,0.12,9:30,131,7.9
74,0.13,9:26,131,7.9
75,0.13,9:26,132,7.9
76,0.13,9:26,132,7.9
77,0.13,9:22,133,8.5
78,0.13,9:22,133,8.5
79,0.13,9:26,133,8.5
80,0.14,9:30,133,8.5
81,0.14,9:30,133,8.5
82,0.14,9:34,134,8.5
83,0.14,9:34,134,8.5
84,0.14,9:34,133,8.5
85,0.15,9:30,133,7.9
86,0.15,9:26,133,8.5
87,0.15,9:22,133,8.5
88,0.15,9:18,134,8.5
89,0.15,9:14,135,8.5
90,0.15,9:14,135,8.5
91,0.16,9:18,135,9.2
92,0.16,9:22,135,9.2
93,0.16,9:22,136,9.2
94,0.16,9:26,136,9.2
95,0.16,9:30,135,9.2
96,0.16,9:30,136,8.5
97,0.17,9:26,136,8.5
98,0.17,9:30,137,8.5
99,0.17,9:26,137,8.5
100,0.17,9:26,138,8.5
101,0.17,9:22,138,8.5
102,0.18,9:26,136,8.5
103,0.18,9:26,137,8.5
104,0.18,9:30,136,8.5
105,0.18,9:26,137,8.5
106,0.18,9:30,136,8.5
107,0.18,9:30,136,8.5
108,0.19,9:26,136,8.5
109,0.19,9:26,137,8.5
110,0.19,9:26,138,8.5
111,0.19,9:22,138,8.5
112,0.19,9:18,138,8.5
113,0.2,9:18,136,8.5
114,0.2,9:14,136,9.2
115,0.2,9:11,137,9.2
116,0.2,9:11,137,9.2
117,0.2,9:11,137,9.8
118,0.2,9:11,137,9.8
119,0.21,9:11,136,9.8
120,0.21,9:18,137,10.5
