elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,96,14.4
1,0.0,,124,14.4
2,0.0,11:39,124,14.4
3,0.01,11:39,124,14.4
4,0.01,11:39,124,14.4
5,0.01,14:34,123,14.4
6,0.01,19:26,122,14.4
7,0.01,29:09,122,14.4
8,0.01,58:18,122,14.4
9,0.01,,122,14.4
10,0.01,,121,14.4
11,0.01,,121,14.4
12,0.01,,120,14.4
13,0.01,,119,14.4
14,0.01,,119,14.4
15,0.01,,119,14.4
16,0.01,,119,14.4
17,0.01,,119,14.4
18,0.01,,121,14.4
19,0.01,,122,14.4
20,0.01,,123,15.1
21,0.01,,123,15.1
22,0.01,46:14,124,15.1
23,0.01,23:31,126,15.7
24,0.01,15:35,127,15.7
25,0.01,11:45,128,15.7
26,0.02,9:26,128,15.7
27,0.02,9:30,131,15.7
28,0.02,9:26,131,15.7
29,0.02,9:30,132,15.7
30,0.02,9:30,133,15.7
31,0.02,9:30,133,15.7
32,0.03,9:30,133,15.7
33,0.03,9:34,133,15.7
34,0.03,9:34,133,15.7
35,0.03,9:34,135,15.7
36,0.03,9:38,135,15.7
37,0.03,9:38,136,15.7
38,0.04,9:43,136,15.7
39,0.04,9:43,137,15.7
40,0.04,9:47,137,15.7
41,0.04,9:43,137,15.7
42,0.04,9:43,137,16.4
43,0.05,9:38,137,16.4
44,0.05,9:38,137,17.1
45,0.05,9:34,137,17.1
46,0.05,9:30,137,17.1
47,0.05,9:30,137,17.7
48,0.05,9:30,137,17.7
49,0.06,9:30,137,17.7
50,0.06,9:30,138,17.7
51,0.06,9:34,138,17.7
52,0.06,9:30,138,17.7
53,0.06,9:30,138,17.7
54,0.06,9:26,138,17.7
55,0.07,9:26,137,17.7
56,0.07,9:22,136,17.7
57,0.07,9:26,136,17.7
58,0.07,9:22,136,17.7
59,0.07,9:26,135,17.7
60,0.08,9:26,133,17.7
61,0.08,9:26,130,17.7
62,0.08,9:30,130,17.7
63,0.08,9:38,131,17.7
64,0.08,9:43,131,17.7
65,0.08,9:47,131,17.7
66,0.09,9:51,131,17.7
67,0.09,9:51,131,17.7
68,0.09,9:47,130,17.7
69,0.09,9:47,131,17.7
70,0.09,9:43,132,17.7
71,0.09,9:43,135,17.7
72,0.1,9:38,137,17.7
73,0.1,9:43,138,17.7
74,0.1,9:38,139,17.7
75,0.1,9:43,140,17.7
76,0.1,9:47,140,17.7
77,0.1,9:51,141,18.4
78,0.11,9:51,141,18.4
79,0.11,9:51,142,18.4
80,0.11,9:51,142,19.0
81,0.11,9:51,143,19.0
82,0.11,9:51,144,19.0
83,0.11,9:47,144,19.0
84,0.12,10:26,144,19.0
85,0.12,11:05,145,18.4
86,0.12,11:48,145,18.4
87,0.12,12:39,146,18.4
88,0.12,11:10,145,18.4
89,0.12,11:07,145,18.4
90,0.12,13:16,146,18.4
91,0.12,11:48,146,18.4
92,0.13,10:00,146,19.0
93,0.13,12:18,145,19.0
94,0.13,12:18,145,19.7
95,0.13,10:05,146,19.7
96,0.13,10:28,146,19.7
97,0.13,11:27,146,19.7
98,0.14,10:23,145,19.0
99,0.14,9:34,146,19.0
100,0.14,8:45,145,19.0
101,0.14,8:45,144,19.0
102,0.14,9:07,144,19.0
103,0.15,9:26,144,19.0
104,0.15,9:56,145,19.0
105,0.15,10:59,144,19.0
106,0.15,11:10,144,19.0
107,0.15,11:05,144,19.0
108,0.15,10:59,145,19.0
109,0.15,10:59,144,19.0
110,0.16,11:16,145,19.7
111,0.16,11:21,144,19.7
112,0.16,11:39,144,19.7
113,0.16,12:18,143,19.7
114,0.16,13:01,144,19.7
115,0.16,12:53,143,19.7
116,0.16,13:24,142,19.7
117,0.17,11:52,142,19.0
118,0.17,10:59,141,19.0
119,0.17,10:23,141,18.4
120,0.17,10:14,141,18.4
121,0.17,10:05,141,18.4
122,0.17,11:33,143,18.4
