elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,94,171.9
1,0.0,14:54,77,171.9
2,0.0,13:45,78,171.9
3,0.0,16:25,79,171.9
4,0.0,16:45,80,171.9
5,0.01,17:25,81,171.9
6,0.01,18:22,81,171.9
7,0.01,19:43,82,171.9
8,0.01,20:19,83,171.9
9,0.01,21:37,85,172.6
10,0.01,20:57,87,172.6
11,0.01,20:01,91,173.2
12,0.01,17:52,94,173.9
13,0.01,16:21,97,173.9
14,0.01,15:04,99,173.9
15,0.02,15:14,105,173.9
16,0.02,15:04,107,173.9
17,0.02,15:57,109,173.2
18,0.02,15:04,111,173.2
19,0.02,14:54,111,173.2
20,0.02,14:07,113,173.2
21,0.02,13:24,106,173.2
22,0.02,12:32,100,173.2
23,0.03,11:33,99,173.2
24,0.03,11:16,95,173.2
25,0.03,10:48,94,173.2
26,0.03,11:05,93,173.9
27,0.03,11:39,90,173.9
28,0.03,13:01,83,173.9
29,0.03,12:04,83,173.9
30,0.04,11:52,83,173.9
31,0.04,12:11,83,173.9
32,0.04,13:16,83,173.9
33,0.04,13:41,83,173.9
34,0.04,18:07,85,173.9
35,0.04,25:18,88,173.9
36,0.04,24:23,91,174.5
37,0.04,23:56,93,174.5
38,0.04,22:43,98,174.5
39,0.04,25:18,101,174.5
40,0.04,15:14,104,175.2
41,0.05,16:58,107,175.9
42,0.05,18:53,109,175.9
43,0.05,20:19,114,176.5
44,0.05,17:25,118,177.2
45,0.05,25:18,120,177.2
46,0.05,25:47,121,177.2
47,0.05,22:43,122,177.2
48,0.05,20:57,121,177.2
49,0.05,20:01,121,177.2
50,0.05,20:37,122,177.2
51,0.05,20:37,122,177.2
52,0.05,17:25,122,177.2
53,0.05,17:52,122,177.8
54,0.06,16:58,123,177.8
55,0.06,15:35,123,177.8
56,0.06,13:58,124,178.5
57,0.06,16:21,124,179.1
58,0.06,15:35,125,179.1
59,0.06,17:52,125,179.8
60,0.06,22:21,125,180.4
61,0.06,27:56,124,180.4
62,0.06,25:47,123,180.4
63,0.06,26:17,122,181.1
64,0.06,22:43,121,180.4
65,0.06,20:37,120,180.4
66,0.07,18:07,120,179.8
67,0.07,16:45,119,179.8
68,0.07,17:25,119,179.8
69,0.07,16:45,120,179.8
70,0.07,15:35,121,179.8
71,0.07,15:14,121,179.8
72,0.07,14:44,121,179.8
73,0.07,13:01,122,180.4
74,0.08,12:46,122,180.4
75,0.08,13:24,123,180.4
76,0.08,13:49,124,180.4
77,0.08,13:58,124,180.4
78,0.08,15:35,123,180.4
79,0.08,16:45,122,180.4
80,0.08,17:25,122,180.4
81,0.08,19:09,123,180.4
82,0.08,21:37,122,180.4
83,0.08,22:21,123,180.4
84,0.08,23:07,123,180.4
85,0.09,20:37,121,179.8
86,0.09,18:22,121,179.1
87,0.09,17:25,122,179.1
88,0.09,16:33,122,178.5
89,0.09,15:46,124,177.8
90,0.09,15:14,125,177.2
91,0.09,14:54,126,177.2
92,0.09,13:49,126,177.2
93,0.09,13:41,127,176.5
94,0.1,13:24,126,176.5
95,0.1,13:58,126,175.9
96,0.1,14:34,126,175.9
97,0.1,15:24,126,175.9
98,0.1,16:21,125,175.9
99,0.1,16:45,125,175.9
100,0.1,15:46,125,175.9
101,0.1,14:34,126,175.9
102,0.1,15:46,126,175.9
