elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,88,174.5
1,0.0,,78,174.5
2,0.0,,79,173.9
3,0.0,,81,173.9
4,0.0,,83,173.2
5,0.0,,86,173.2
6,0.0,,87,173.2
7,0.0,,89,173.2
8,0.0,49:40,91,173.2
9,0.0,25:18,93,173.2
10,0.0,16:58,96,173.2
11,0.01,12:39,99,173.2
12,0.01,10:09,102,173.2
13,0.01,10:09,107,173.2
14,0.01,10:05,107,173.2
15,0.01,10:05,109,172.6
16,0.01,10:05,109,172.6
17,0.02,10:05,108,172.6
18,0.02,10:05,106,172.6
19,0.02,10:05,105,172.6
20,0.02,9:56,105,172.6
21,0.02,12:25,103,172.6
22,0.02,16:21,102,172.6
23,0.02,16:09,100,172.6
24,0.03,15:04,99,172.6
25,0.03,17:38,99,172.6
26,0.03,13:58,98,172.6
27,0.03,10:05,98,172.6
28,0.03,11:33,98,172.6
29,0.03,12:32,101,172.6
30,0.03,12:11,108,172.6
31,0.03,12:25,112,172.6
32,0.04,14:54,114,172.6
33,0.04,13:58,116,172.6
34,0.04,14:44,117,172.6
35,0.04,14:34,119,172.6
36,0.04,14:16,119,172.6
37,0.04,14:34,120,172.6
38,0.04,14:44,121,171.9
39,0.04,14:25,122,171.9
40,0.05,13:01,123,171.9
41,0.05,12:39,125,171.9
42,0.05,12:18,126,171.9
43,0.05,11:45,127,171.9
44,0.05,11:33,129,171.9
45,0.05,12:25,129,171.9
46,0.05,12:25,130,171.9
47,0.06,11:27,130,171.9
48,0.06,10:59,131,171.9
49,0.06,11:16,131,171.9
50,0.06,11:27,131,171.9
51,0.06,12:25,131,171.9
52,0.06,13:58,132,172.6
53,0.06,15:04,132,172.6
54,0.06,15:35,131,172.6
55,0.06,15:24,132,172.6
56,0.07,14:07,132,172.6
57,0.07,13:32,132,172.6
58,0.07,13:08,131,172.6
59,0.07,12:39,131,171.9
60,0.07,12:18,131,171.9
61,0.07,12:25,132,171.9
62,0.07,11:58,131,171.9
63,0.08,11:58,131,171.9
64,0.08,11:58,131,171.3
65,0.08,11:45,131,171.3
66,0.08,11:27,131,171.3
67,0.08,11:39,131,171.3
68,0.08,11:52,131,171.3
69,0.08,12:04,131,170.6
70,0.08,13:01,131,170.6
71,0.09,13:16,132,170.6
72,0.09,13:49,131,170.6
73,0.09,14:34,132,170.6
74,0.09,14:16,131,170.6
75,0.09,13:49,131,171.3
76,0.09,13:58,131,171.3
77,0.09,13:01,131,171.3
78,0.1,11:39,131,170.6
79,0.1,11:52,131,170.6
100,0.1,311:53,110,171.3
101,0.1,282:20,117,170.6
102,0.1,162:33,117,170.6
103,0.1,109:02,116,170.6
104,0.1,83:49,116,169.9
105,0.1,13:08,119,169.9
106,0.1,12:46,120,169.9
107,0.11,12:04,122,169.9
108,0.11,11:58,123,169.3
109,0.11,11:45,124,169.3
110,0.11,11:21,125,169.3
111,0.11,10:59,126,169.3
112,0.11,11:27,127,169.3
113,0.11,10:59,127,169.3
114,0.12,11:05,128,169.3
115,0.12,11:33,129,169.9
116,0.12,12:11,129,169.3
117,0.12,12:18,130,169.3
118,0.12,13:08,130,169.3
119,0.12,13:49,130,169.3
120,0.12,14:07,130,169.3
121,0.13,13:08,130,169.3
122,0.13,12:32,130,169.3
123,0.13,12:32,130,169.3
124,0.13,12:04,129,168.6
125,0.13,12:11,129,168.6
126,0.13,13:16,129,168.6
127,0.13,13:41,129,168.6
128,0.13,13:49,129,168.6
129,0.14,14:07,129,168.6
130,0.14,14:16,129,168.6
131,0.14,14:07,129,168.0
132,0.14,13:32,129,168.0
133,0.14,13:24,130,168.0
134,0.14,13:01,130,167.3
135,0.14,12:39,130,167.3
136,0.14,12:25,130,167.3
137,0.15,12:25,129,167.3
138,0.15,12:04,130,167.3
139,0.15,11:45,130,167.3
140,0.15,12:04,130,167.3
141,0.15,12:18,131,167.3
142,0.15,12:11,131,167.3
143,0.15,12:46,132,166.7
144,0.16,12:39,132,166.7
145,0.16,11:33,132,166.7
146,0.16,11:33,131,166.7
147,0.16,11:27,131,166.7
148,0.16,11:16,130,166.7
149,0.16,11:33,130,166.7
150,0.16,12:04,131,166.7
151,0.16,12:18,131,166.7
152,0.17,12:53,130,166.7
153,0.17,13:41,131,166.7
154,0.17,14:16,131,166.7
155,0.17,14:34,132,166.7
156,0.17,13:58,132,166.7
157,0.17,14:07,132,166.7
158,0.17,13:08,131,166.7
159,0.17,13:08,131,166.7
160,0.18,13:16,131,166.7
161,0.18,13:58,132,166.7
162,0.18,14:07,132,167.3
163,0.18,14:44,131,167.3
164,0.18,14:54,131,168.0
165,0.18,14:44,131,168.0
166,0.18,14:16,131,168.0
167,0.18,14:16,131,168.0
168,0.19,13:24,132,168.6
169,0.19,12:46,132,168.6
170,0.19,13:01,131,168.6
171,0.19,13:01,132,168.6
172,0.19,12:39,132,169.3
173,0.19,12:46,133,169.3
174,0.19,12:53,133,169.3
175,0.19,13:01,133,169.3
176,0.2,13:24,133,169.3
177,0.2,13:49,133,169.3
178,0.2,14:54,134,169.3
