elapsed_seconds,distance_miles,pace_per_mile,heartrate,altitude_ft
0,0.0,,94,125.3
1,0.0,,104,125.3
2,0.0,31:33,104,125.3
3,0.0,12:11,105,125.3
4,0.0,13:24,106,125.3
5,0.01,14:44,107,126.0
6,0.01,12:04,107,126.0
7,0.01,12:18,107,126.0
8,0.01,16:09,106,126.0
9,0.01,16:45,106,126.0
10,0.01,15:46,106,126.0
11,0.01,15:57,106,126.6
12,0.01,13:58,106,126.6
13,0.01,15:46,106,126.6
14,0.02,14:25,105,126.6
15,0.02,13:24,105,126.0
16,0.02,12:53,105,126.0
17,0.02,13:32,104,126.0
18,0.02,10:59,108,126.0
19,0.02,10:23,110,126.6
20,0.02,11:05,111,126.6
21,0.03,11:10,112,126.6
22,0.03,10:59,114,126.6
23,0.03,11:52,114,126.6
24,0.03,12:11,115,126.6
25,0.03,11:16,116,126.6
26,0.03,10:38,117,126.6
27,0.04,10:14,117,126.6
28,0.04,10:23,118,127.3
29,0.04,9:34,119,127.3
30,0.04,9:30,119,127.3
31,0.04,10:00,119,127.3
32,0.04,10:33,120,127.3
33,0.04,10:48,120,127.3
34,0.05,12:04,120,127.3
35,0.05,12:18,120,127.3
36,0.05,12:39,120,127.3
37,0.05,12:39,120,127.3
38,0.05,12:11,120,127.3
39,0.05,12:18,121,127.3
40,0.05,11:52,122,127.3
41,0.06,11:33,122,126.6
42,0.06,11:33,121,126.6
43,0.06,11:33,121,126.6
44,0.06,11:58,122,126.6
45,0.06,12:53,123,126.6
46,0.06,13:24,122,126.6
47,0.06,13:49,122,126.6
48,0.06,14:07,122,126.6
49,0.07,13:24,122,126.6
50,0.07,12:53,123,127.3
51,0.07,12:39,123,127.3
52,0.07,13:41,123,127.3
53,0.07,13:49,123,126.6
54,0.07,13:32,124,126.6
55,0.07,13:41,124,126.0
56,0.07,13:24,124,126.0
57,0.08,12:04,124,126.0
58,0.08,12:04,124,126.0
59,0.08,12:18,124,126.6
60,0.08,12:32,124,126.6
61,0.08,12:18,125,126.6
62,0.08,12:25,125,126.6
63,0.08,12:04,125,126.6
64,0.09,11:33,126,126.6
65,0.09,11:05,126,126.6
66,0.09,11:10,126,126.6
67,0.09,11:16,126,126.6
68,0.09,11:52,127,126.6
69,0.09,12:25,127,126.6
70,0.09,12:46,127,126.6
71,0.1,12:53,127,126.6
72,0.1,12:25,127,126.6
73,0.1,12:11,127,126.6
74,0.1,13:49,127,126.6
75,0.1,13:16,127,127.3
76,0.1,13:32,128,127.3
77,0.1,17:52,129,127.3
78,0.1,16:45,129,128.0
79,0.11,12:46,129,128.0
80,0.11,16:58,130,128.6
81,0.11,16:58,131,129.3
82,0.11,13:01,131,129.3
83,0.11,11:21,131,129.3
84,0.11,12:39,132,129.3
85,0.11,12:39,132,129.3
86,0.11,12:39,132,129.3
87,0.12,11:05,132,128.6
88,0.12,16:45,132,128.6
89,0.12,16:33,132,128.6
90,0.12,13:08,131,128.6
91,0.12,13:01,132,128.6
92,0.12,15:35,132,128.0
93,0.12,12:18,132,128.0
94,0.12,11:52,133,128.0
95,0.13,11:39,134,128.0
96,0.13,11:21,134,128.0
97,0.13,11:21,134,128.6
98,0.13,11:16,133,128.6
99,0.13,11:33,133,129.3
100,0.13,11:39,133,129.3
101,0.13,11:58,131,129.3
102,0.14,12:04,130,129.3
103,0.14,11:52,129,129.3
104,0.14,11:27,128,129.3
105,0.14,11:27,128,129.3
106,0.14,11:05,128,129.3
107,0.14,10:59,129,129.3
108,0.14,11:33,129,129.9
109,0.15,11:58,130,129.9
110,0.15,12:32,130,129.9
111,0.15,12:32,130,129.9
112,0.15,12:39,130,129.3
113,0.15,12:25,129,129.3
114,0.15,12:18,128,128.6
115,0.15,11:58,128,128.6
116,0.16,11:52,128,128.6
117,0.16,11:58,129,128.6
118,0.16,11:52,129,128.6
119,0.16,11:58,129,128.0
120,0.16,11:45,129,128.0
121,0.16,11:33,129,128.0
122,0.16,11:45,129,128.0
123,0.16,12:04,129,128.0
124,0.17,12:11,128,128.0
125,0.17,12:25,128,128.6
126,0.17,13:08,126,128.6
127,0.17,13:16,126,129.3
128,0.17,12:53,126,129.3
129,0.17,13:01,126,129.3
130,0.17,13:16,127,129.3
131,0.18,13:08,127,129.9
132,0.18,12:53,127,129.9
133,0.18,12:46,126,129.9
134,0.18,12:25,127,129.9
135,0.18,12:11,126,129.9
136,0.18,11:58,126,129.3
137,0.18,11:27,126,128.6
138,0.18,11:45,126,128.6
139,0.19,11:39,126,128.6
140,0.19,11:27,125,128.6
141,0.19,11:45,125,128.6
142,0.19,11:52,125,128.6
143,0.19,11:52,125,128.6
144,0.19,11:58,125,128.6
145,0.19,12:11,126,128.0
146,0.2,12:18,126,128.0
147,0.2,12:53,126,128.0
148,0.2,13:16,127,128.0
149,0.2,12:53,128,128.6
150,0.2,13:01,128,128.6
151,0.2,12:18,128,129.3
152,0.2,12:11,129,129.9
153,0.21,12:04,130,129.9
154,0.21,12:25,130,129.9
155,0.21,12:11,130,130.6
156,0.21,13:01,131,130.6
157,0.21,12:46,131,130.6
158,0.21,12:46,130,130.6
159,0.21,12:46,129,130.6
160,0.21,12:46,129,130.6
161,0.22,12:18,128,130.6
162,0.22,11:58,128,130.6
163,0.22,12:11,128,129.9
164,0.22,12:18,128,129.9
165,0.22,12:04,128,129.9
166,0.22,12:46,127,130.6
167,0.22,13:24,127,130.6
168,0.22,13:08,127,130.6
169,0.23,13:32,125,130.6
170,0.23,13:24,125,131.2
171,0.23,12:46,125,131.2
172,0.23,12:32,124,131.2
173,0.23,12:32,124,131.2
174,0.23,12:46,125,131.2
175,0.23,13:16,125,131.2
176,0.24,13:41,126,131.2
177,0.24,13:58,126,131.2
178,0.24,13:58,126,131.9
179,0.24,13:49,127,131.9
180,0.24,13:41,127,131.9
181,0.24,13:08,128,131.9
182,0.24,12:32,128,131.9
183,0.24,12:04,128,131.9
184,0.25,11:52,127,132.5
185,0.25,11:21,127,132.5
186,0.25,11:33,128,133.2
187,0.25,11:21,128,133.2
188,0.25,11:16,128,133.2
189,0.25,11:05,128,133.2
190,0.25,11:10,127,132.5
191,0.26,11:10,124,132.5
192,0.26,11:16,122,132.5
193,0.26,11:16,122,133.2
194,0.26,11:33,122,132.5
195,0.26,11:45,122,132.5
196,0.26,11:52,122,132.5
197,0.26,12:32,122,132.5
198,0.27,12:53,122,132.5
199,0.27,12:53,122,132.5
200,0.27,13:01,122,132.5
201,0.27,13:24,122,132.5
202,0.27,13:01,122,132.5
203,0.27,12:46,122,131.9
204,0.27,12:18,122,131.9
205,0.27,12:18,122,131.9
206,0.28,11:58,122,131.9
207,0.28,12:04,123,131.9
208,0.28,11:52,123,131.9
209,0.28,12:04,123,131.9
210,0.28,11:52,122,131.9
211,0.28,11:39,123,131.2
212,0.28,11:27,123,131.2
213,0.29,11:21,124,131.2
214,0.29,11:16,125,130.6
215,0.29,11:33,130,130.6
216,0.29,11:39,131,130.6
217,0.29,11:39,132,130.6
218,0.29,11:27,133,130.6
219,0.29,11:52,131,130.6
220,0.3,12:04,130,130.6
221,0.3,12:11,130,130.6
222,0.3,12:04,130,130.6
223,0.3,12:11,129,130.6
224,0.3,11:45,130,130.6
225,0.3,11:39,130,130.6
226,0.3,12:53,130,130.6
227,0.3,13:58,130,129.9
228,0.31,14:25,130,129.9
229,0.31,14:25,131,130.6
230,0.31,13:58,131,130.6
231,0.31,12:04,132,130.6
232,0.31,11:10,133,130.6
233,0.31,11:10,133,130.6
234,0.32,11:21,133,130.6
235,0.32,11:27,132,129.9
236,0.32,12:11,131,129.9
237,0.32,12:53,131,129.9
238,0.32,13:01,131,130.6
239,0.32,13:01,131,130.6
240,0.32,12:18,131,130.6
241,0.32,11:39,132,130.6
242,0.33,11:33,133,130.6
243,0.33,11:39,132,130.6
244,0.33,11:27,131,130.6
245,0.33,11:39,130,130.6
246,0.33,11:58,130,130.6
247,0.33,11:27,130,130.6
248,0.33,11:16,129,130.6
249,0.34,11:52,129,130.6
250,0.34,12:11,129,131.2
251,0.34,12:11,129,131.2
252,0.34,12:25,129,131.2
253,0.34,12:32,129,131.2
254,0.34,12:53,129,131.2
255,0.34,12:32,129,131.2
256,0.35,12:04,128,131.2
257,0.35,12:11,129,131.2
258,0.35,12:18,129,131.2
259,0.35,11:33,128,131.2
260,0.35,11:39,129,131.9
261,0.35,11:39,129,131.9
262,0.35,11:21,130,131.9
263,0.36,11:16,131,131.9
264,0.36,11:33,131,131.9
265,0.36,12:11,131,131.9
266,0.36,12:39,131,131.9
267,0.36,13:16,131,131.2
